116.311859,40.00152
116.31225,40.001437
116.312406,40.001434
116.312536,40.001418
116.312649,40.001398
116.31262,40.001481
116.312659,40.00137
116.312671,40.001397
116.312656,40.001458
116.312655,40.001549
116.31265,40.001656
116.312616,40.001797
116.312615,40.001928
116.31263,40.002051
116.312624,40.002204
116.312624,40.002369
116.312596,40.002508
116.312581,40.002649
116.312561,40.002769
116.312549,40.00293
116.312509,40.003135
116.312536,40.00335
116.312525,40.003494
116.31252,40.003673
116.312509,40.003822
116.312476,40.004016
116.312458,40.004172
116.312562,40.004391
116.312795,40.004422
116.313018,40.00444
116.313236,40.004462
116.313451,40.004483
116.313675,40.004499
116.31391,40.004499
116.314122,40.004511
116.31433,40.004536
116.314561,40.004561
116.314774,40.004578
116.314999,40.004637
116.315208,40.004643
116.315422,40.004653
116.315642,40.004662
116.31586,40.004687
116.316074,40.004705
116.316299,40.004739
116.316522,40.004789
116.316739,40.004797
116.316961,40.004787
116.317188,40.0048
116.317426,40.004798
116.317655,40.004805
116.317871,40.004817
116.317967,40.004868
116.317923,40.004968
116.317931,40.00511
116.317922,40.005285
116.317923,40.005441
116.31797,40.005566
116.31799,40.005598
116.318011,40.005608
116.318007,40.005608
116.318007,40.005608
116.318008,40.00561
116.317999,40.005607
116.317986,40.005602
116.317975,40.005599
116.317967,40.005596
116.317967,40.005596
116.317965,40.005595
116.317949,40.005588
116.317933,40.005585
116.317919,40.005582
116.317906,40.00558
116.317902,40.00558
116.317904,40.005582
116.317904,40.005582
116.317903,40.005583
116.31789,40.005581
116.317877,40.005579
116.317862,40.005576
116.31785,40.005572
116.317843,40.005571
116.31784,40.005571
116.317842,40.005572
116.317842,40.005573
116.317842,40.005573
116.317834,40.00557
116.317824,40.005563
116.31779,40.005555
116.317801,40.005565
116.317801,40.005565
116.317807,40.005567
116.317773,40.005568
116.317708,40.005685
116.317718,40.005827
116.317689,40.005969
116.317661,40.006117
116.317658,40.006292
116.317667,40.006465
116.317657,40.006532
116.317564,40.00646
116.317562,40.006482
116.317548,40.0065
116.317525,40.006501
116.317525,40.006503
116.317525,40.006503
116.317528,40.006497
116.317534,40.006481
116.317542,40.006454
116.317551,40.006426
116.317564,40.0064
116.317579,40.006375
116.31759,40.006345
116.317611,40.006303
116.317629,40.006234
116.317643,40.006162
116.317659,40.006104
116.317671,40.006094
116.317678,40.006104
116.317679,40.006103
116.317681,40.006105
116.317681,40.00611
116.31768,40.006118
116.31768,40.006118
116.317682,40.006126
116.317718,40.006247
116.317714,40.006272
116.317725,40.006372
116.317809,40.006378
116.317995,40.006338
116.318257,40.006384
116.318516,40.00642
116.318765,40.006466
116.318999,40.006489
116.319177,40.006567
116.319323,40.006675
116.319348,40.006857
116.319452,40.006993
116.319501,40.007098
116.319623,40.007289
116.319745,40.007594
116.319776,40.00765
116.319722,40.007594
116.319708,40.007559
116.319701,40.00755
116.319701,40.00755
116.3197,40.007546
116.319762,40.0075
116.319806,40.007459
116.319832,40.007432
116.319846,40.007444
116.319856,40.007524
116.319833,40.007709
116.319828,40.007804
116.319828,40.00785
116.31983,40.0079
116.319817,40.007888
116.319764,40.007814
116.319731,40.007808
116.319678,40.007822
116.319641,40.007834
116.319614,40.007837
116.319451,40.007718
116.319491,40.007717
116.319479,40.007835
116.319483,40.007856
116.319483,40.007858
116.319483,40.007858
116.319482,40.007855
116.31947,40.0079
116.319464,40.007912
116.319454,40.007928
116.31946,40.007909
116.319477,40.007802
116.319508,40.007688
116.319531,40.007571
116.319546,40.007497
116.319533,40.007446
116.31953,40.007407
116.319578,40.007976
116.319622,40.007875
116.319584,40.007751
116.31953,40.007772
116.322996,40.006715
116.323263,40.006672
116.323541,40.006643
116.323781,40.006725
116.324004,40.00679
116.324086,40.006862
116.324233,40.006993
116.324532,40.006981
116.324786,40.006984
116.325064,40.006973
116.32538,40.006903
116.325578,40.006797
116.325627,40.006574
116.325702,40.006369
116.325733,40.006225
116.325748,40.006203
116.325748,40.006203
116.325741,40.006207
116.325748,40.006194
116.32576,40.006167
116.32578,40.006147
116.32581,40.006139
116.325891,40.006169
116.325515,40.006289
116.326262,40.00563
116.32569,40.006353
116.325995,40.006135
116.326054,40.006124
116.326041,40.006084
116.326035,40.006105
116.326055,40.00617
116.32606,40.006272
116.325617,40.006616
116.325544,40.006748
116.325327,40.006758
116.32511,40.006783
116.324875,40.006815
116.324646,40.006834
116.324403,40.00675
116.324201,40.006755
116.323957,40.00678
116.3237,40.006772
116.323446,40.006738
116.323193,40.006733
116.322951,40.006759
116.322703,40.006858
116.322464,40.006905
116.322208,40.00692
116.321938,40.006917
116.321686,40.006948
116.321438,40.006911
116.321272,40.006819
116.321248,40.006935
116.32124,40.007086
116.321198,40.007241
116.321128,40.007385
116.320921,40.007482
116.320705,40.007512
116.320484,40.007482
116.320265,40.007467
116.320042,40.007475
116.319836,40.007462
116.319784,40.0076
116.31974,40.007727
116.319709,40.007759
116.319711,40.00776
116.319711,40.00776
116.319714,40.007752
116.319765,40.007737
116.319818,40.007721
116.319843,40.007717
116.319809,40.007747
116.319807,40.007752
116.319807,40.007752
116.319807,40.007753
116.319807,40.007743
116.319786,40.007747
116.319788,40.007742
116.319788,40.007742
116.319784,40.007744
116.319694,40.007815
116.319615,40.007881
116.319554,40.007926
116.319545,40.00797
116.31957,40.008014
116.319622,40.008017
116.319691,40.008031
116.319729,40.008043
116.319708,40.008015
116.319649,40.007969
116.31943,40.007889
116.31943,40.007889
116.319429,40.00789
116.319427,40.0079
116.319426,40.00791
116.319426,40.00791
116.319425,40.007918
116.319423,40.007928
116.319444,40.007947
116.319522,40.007976
116.319577,40.008002
116.318539,40.007563
116.321934,40.00922
116.32112,40.008796
116.321057,40.008767
116.321022,40.008745
116.320984,40.008739
116.31928,40.007538
116.31928,40.007538
116.319284,40.007542
116.3194,40.00761
116.319984,40.007589
116.320122,40.007599
116.320262,40.007593
116.320284,40.007614
116.320299,40.007629
116.319944,40.007743
116.31976,40.007794
116.319651,40.007806
116.319639,40.007815
116.319639,40.007815
116.319639,40.007818
116.319036,40.007827
116.319057,40.007837
116.319076,40.007822
116.319095,40.007763
116.319115,40.007746
116.319155,40.007801
116.319156,40.007805
116.319156,40.007808
116.319158,40.007804
116.31916,40.0078
116.319162,40.007795
116.319163,40.007793
116.319162,40.007795
116.319162,40.007795
116.319162,40.007793
116.319152,40.007763
116.319121,40.007725
116.319129,40.007739
116.319147,40.007772
116.319147,40.007773
116.319148,40.007775
116.319148,40.007775
116.319148,40.007775
116.319312,40.008023
116.319395,40.008256
116.319469,40.008335
116.319496,40.008285
116.319493,40.008243
116.319494,40.008233
116.319503,40.008208
116.319538,40.008149
116.319609,40.008115
116.319721,40.008136
116.319449,40.007759
116.319287,40.007644
116.31899,40.007479
116.319096,40.007548
116.319186,40.007561
116.319227,40.007593
116.319235,40.007629
116.319312,40.007768
116.319588,40.007866
116.319676,40.007849
116.319698,40.007776
116.319716,40.00779
116.319733,40.007756
116.319759,40.007686
116.319746,40.007632
116.319684,40.007613
116.319633,40.007506
116.319568,40.007314
116.319384,40.007098
116.31935,40.007022
116.319423,40.006865
116.319362,40.006784
116.319188,40.006734
116.319015,40.006714
116.31879,40.006733
116.318525,40.006726
116.318261,40.006695
116.318,40.006712
116.3178,40.006727
116.317749,40.006764
116.317727,40.006909
116.317704,40.007091
116.31772,40.007276
116.317753,40.007466
116.317783,40.007659
116.31779,40.007882
116.317784,40.008095
116.317802,40.008296
116.317826,40.008484
116.31784,40.008668
116.317808,40.008859
116.317741,40.00903
116.317441,40.009114
116.317157,40.009149
116.316876,40.009156
116.316653,40.00916
116.316429,40.009171
116.316317,40.009224
116.316266,40.009347
116.316217,40.009509
116.316125,40.009656
116.315922,40.009665
116.315688,40.009667
116.315463,40.00967
116.315311,40.009681
116.315118,40.00968
116.314741,40.009796
116.314562,40.009842
116.314495,40.009802
116.314549,40.00981
116.314698,40.009819
116.314929,40.00985
116.314972,40.009893
116.314966,40.009904
116.314975,40.009906
116.314975,40.009906
116.314979,40.009907
116.314968,40.009908
116.314949,40.009912
116.314917,40.009935
116.314892,40.010003
116.31491,40.010052
116.314906,40.010064
116.314897,40.010064
116.314923,40.010081
116.314923,40.010081
116.314931,40.010088
116.314928,40.010118
116.314916,40.010144
116.314926,40.010143
116.314896,40.010122
116.314885,40.010095
116.314879,40.010092
116.314874,40.010092
116.314874,40.010092
116.314872,40.010093
